user_id,item_id_count,info_sum_sum,max_receiver_days_from_reg,mean_days_between_info_dateagreem_date,sum_plans_0_sumtotal,sum_plans_1_sumtotal,sum_plans_2_sumtotal,item_id_nunique,info_sum_mean,max_days_between_info_dateagreem_date,mean_plans_0_sumtotal,mean_plans_1_sumtotal,mean_plans_2_sumtotal
105000819,-0.4502399527788741,-0.10720943715615647,1.297102201131645,-0.3643520772412219,-0.09921136566883398,-0.05651000037736931,-0.12783424339201335,-0.6130568803409018,-0.1729865335583317,-0.4084411440580284,-0.15447196390191048,-0.12429402326322646,-0.1893460306080738
105004620,-0.1096031741889152,-0.10040425924246385,1.1627470776107045,-0.0413909070495375,-0.09268713295769143,-0.04981353008775745,-0.12783424339201335,-0.2503202979399848,-0.15920032926797545,-0.08172232366347869,-0.14303875115869594,-0.09524786515709913,-0.1893460306080738
105013462,0.14587440975355395,-0.058414400699945766,-1.0017882289628421,0.03834013184153466,-0.03418611435638728,-0.05642988459635179,-0.12783424339201335,-0.06895200673952628,-0.09940379867835063,-0.05069316195002983,-0.06677595167024859,-0.12405076989553983,-0.1893460306080738
105014177,0.14587440975355395,0.04260511146715432,1.1154864813973082,-0.028068758779130506,0.021951979762236153,0.06835474382479324,0.46963607722730555,0.29378457566139077,0.05586563138513001,-0.05069316195002983,0.01039250312250513,0.25482940468991483,1.2392228815950819
105017210,0.4865111883435128,-0.09884234410590496,1.031092559587672,0.43295831166949916,-0.08805597979355648,-0.05651000037736931,-0.12783424339201335,1.0192577404632248,-0.16539036954250158,2.1815812366116143,-0.14541451741216985,-0.12429402326322646,-0.1893460306080738
105017636,0.14587440975355395,0.1783438537289579,0.13719213978000658,-0.028068758779130506,0.0032362489610871965,0.3915969862374125,2.154170472068484,0.47515286686184927,0.26449935665655305,-0.05069316195002983,-0.015334484031529493,1.2362810369002024,5.266993609206435
105019827,-0.5353991474263639,-0.09615225221835452,0.9676283303868257,-0.7847062253188363,-0.08446942784927959,-0.05651000037736931,-0.12783424339201335,-0.43168858914044334,-0.08699900725985507,-0.7388104540659249,-0.05194292063538477,-0.12429402326322646,-0.1893460306080738
105019880,0.5290907856672576,-0.07462851471867855,1.372719155073079,-0.2152609508294573,-0.05577300991405053,-0.05651000037736931,-0.12783424339201335,1.3819943228641418,-0.14005501787850255,0.5406861554121718,-0.11520537561924005,-0.12429402326322646,-0.1893460306080738
105020815,0.018135617782319376,0.04257387762212857,1.1698361670427138,-0.39510462984403305,-0.07367948123910904,0.00678500916100586,0.02848966070789017,0.47515286686184927,0.09655190785174199,-0.402965409638008,-0.11474301037363945,0.10180117270586415,0.2503892645765495
105022178,-0.06702357686517034,-0.0865137833428231,0.9264440965437234,-0.03277860917775917,-0.072575487406997,-0.053996920322775914,-0.12783424339201335,-0.06895200673952628,-0.13178764359464964,-0.07259609963011138,-0.107100695937214,-0.11412016107225141,-0.1893460306080738
105022668,-0.2373419661601498,-0.10318981040406734,0.9072022823711263,0.6632516460959561,-0.09385221794062631,-0.05651000037736931,-0.12783424339201335,-0.06895200673952628,-0.16267307715937807,-0.0068872865898667495,-0.14217449637283947,-0.12429402326322646,-0.1893460306080738
105023407,2.7006502491782456,0.12265917850072892,0.8818841058282355,-0.032837482307742076,0.20438036797877984,-0.054698907149505184,-0.12783424339201335,4.10251869087102,-0.08652982083694219,1.97897906307086,-0.05237302139045132,-0.12291927998145014,-0.1893460306080738
105023439,1.040045953552196,-0.0826313919445803,0.8936992548815845,-0.10243844531747778,-0.06644280690271294,-0.05651000037736931,-0.12783424339201335,2.107467487665976,-0.1562860396881756,0.580841541158988,-0.13455877732817895,-0.12429402326322646,-0.1893460306080738
